"","No.","Time","Source","Destination","Protocol","Length","Info"
"106411",1064,1634946890.06543,"172.17.0.7","172.17.0.3","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7C%AAm%B5g/33=%00"
"10651",1065,1634946890.06552,"172.17.0.7","172.17.0.11","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7C%AAm%B5g/33=%00"
"10784",1078,1634946893.75916,"172.17.0.7","172.17.0.11","UDP (NDN)",876,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%18/35=%00%00%01%7C%AAm%C3%D0/33=%00"
"10923",1092,1634946903.05095,"172.17.0.7","172.17.0.11","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%15/35=%00%00%01%7C%AAm%EB%FA/33=%00"
"11122",1112,1634946907.70582,"172.17.0.7","172.17.0.11","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7C%AAm%FAJ/33=%00"
"113212",1132,1634946917.38973,"172.17.0.7","172.17.0.3","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%13/35=%00%00%01%7C%AAn%24%08/33=%00"
"11441",1144,1634946921.06488,"172.17.0.7","172.17.0.11","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7C%AAn2_/33=%00"
"116211",1162,1634946931.59407,"172.17.0.7","172.17.0.11","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1A/35=%00%00%01%7C%AAn%5B%80/33=%00"
"117411",1174,1634946935.27794,"172.17.0.7","172.17.0.11","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%16/35=%00%00%01%7C%AAni%E2/33=%00"
"11902",1190,1634946945.61465,"172.17.0.7","172.17.0.11","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7C%AAn%92A/33=%00"
"120212",1202,1634946949.27841,"172.17.0.7","172.17.0.11","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1B/35=%00%00%01%7C%AAn%A0%94/33=%00"
"121812",1218,1634946959.29306,"172.17.0.7","172.17.0.3","UDP (NDN)",814,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%14/35=%00%00%01%7C%AAn%C7%B9/33=%00"
"12313",1231,1634946963.99769,"172.17.0.7","172.17.0.3","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7C%AAn%D61/33=%00"
"12324",1232,1634946963.9978,"172.17.0.7","172.17.0.11","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7C%AAn%D61/33=%00"
"12532",1253,1634946973.53925,"172.17.0.7","172.17.0.11","UDP (NDN)",832,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%18/35=%00%00%01%7C%AAn%FF%5C/33=%00"
"12652",1265,1634946977.21885,"172.17.0.7","172.17.0.11","UDP (NDN)",944,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1C/35=%00%00%01%7C%AAo%0D%B2/33=%00"
"12824",1282,1634946988.64214,"172.17.0.7","172.17.0.3","UDP (NDN)",798,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7C%AAo6m/33=%00"
"12832",1283,1634946988.64223,"172.17.0.7","172.17.0.11","UDP (NDN)",798,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7C%AAo6m/33=%00"
"12982",1298,1634946992.33502,"172.17.0.7","172.17.0.11","UDP (NDN)",858,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%17/35=%00%00%01%7C%AAoD%E2/33=%00"
"13014",1301,1634946992.33969,"172.17.0.7","172.17.0.11","UDP (NDN)",858,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%17/35=%00%00%01%7C%AAoD%E2/33=%00"
"13152",1315,1634947001.51493,"172.17.0.7","172.17.0.11","UDP (NDN)",762,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1A/35=%00%00%01%7C%AAol%A4/33=%00"
"13272",1327,1634947005.1921,"172.17.0.7","172.17.0.3","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7C%AAo%7B%05/33=%00"
"134511",1345,1634947015.7541,"172.17.0.7","172.17.0.11","UDP (NDN)",727,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1B/35=%00%00%01%7C%AAo%A4A/33=%00"
"13571",1357,1634947019.45972,"172.17.0.7","172.17.0.3","UDP (NDN)",883,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%16/35=%00%00%01%7C%AAo%B2%C0/33=%00"
"137511",1375,1634947029.94996,"172.17.0.7","172.17.0.3","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%17/35=%00%00%01%7C%AAo%DB%BB/33=%00"
"13883",1388,1634947033.65007,"172.17.0.7","172.17.0.11","UDP (NDN)",763,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1C/35=%00%00%01%7C%AAo%EA%29/33=%00"
"14042",1404,1634947044.31965,"172.17.0.7","172.17.0.11","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1D/35=%00%00%01%7C%AAp%13%CD/33=%00"
"14183",1418,1634947048.01536,"172.17.0.7","172.17.0.11","UDP (NDN)",798,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1D/35=%00%00%01%7C%AAp%22D/33=%00"
"14364",1436,1634947059.02007,"172.17.0.7","172.17.0.11","UDP (NDN)",762,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1E/35=%00%00%01%7C%AApMA/33=%00"
"14483",1448,1634947062.67861,"172.17.0.7","172.17.0.3","UDP (NDN)",885,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%18/35=%00%00%01%7C%AAp%5B%94/33=%00"
"146311",1463,1634947073.2001,"172.17.0.7","172.17.0.3","UDP (NDN)",849,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%19/35=%00%00%01%7C%AAp%84%AC/33=%00"
"2310",23,1634946533.42046,"172.17.0.8","172.17.0.13","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%02/35=%00%00%01%7C%AAhH%24/33=%00"
"4114",41,1634946535.82237,"172.17.0.8","172.17.0.13","UDP (NDN)",814,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7C%AAhQ%80/33=%00"
"5916",59,1634946539.56601,"172.17.0.8","172.17.0.13","UDP (NDN)",876,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7C%AAh%60%28/33=%00"
"7117",71,1634946546.92689,"172.17.0.8","172.17.0.13","UDP (NDN)",383,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%02/35=%00%00%01%7C%AAh%7C%E3/33=%00"
"8413",84,1634946548.67092,"172.17.0.8","172.17.0.4","UDP (NDN)",381,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%02/35=%00%00%01%7C%AAh%83%BD/33=%00"
"8513",85,1634946548.67099,"172.17.0.8","172.17.0.13","UDP (NDN)",381,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%02/35=%00%00%01%7C%AAh%83%BD/33=%00"
"9710",97,1634946549.03065,"172.17.0.8","172.17.0.13","UDP (NDN)",831,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7C%AAh%85%15/33=%00"
"11342",113,1634946550.79023,"172.17.0.8","172.17.0.13","UDP (NDN)",384,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%02/35=%00%00%01%7C%AAh%8B%FD/33=%00"
"13512",135,1634946552.64368,"172.17.0.8","172.17.0.4","UDP (NDN)",893,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7C%AAh%93B/33=%00"
"14910",149,1634946555.13811,"172.17.0.8","172.17.0.4","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%03/35=%00%00%01%7C%AAh%9C%FF/33=%00"
"15010",150,1634946555.13825,"172.17.0.8","172.17.0.13","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%03/35=%00%00%01%7C%AAh%9C%FF/33=%00"
"16614",166,1634946561.05452,"172.17.0.8","172.17.0.13","UDP (NDN)",420,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%03/35=%00%00%01%7C%AAh%B4%14/33=%00"
"17831",178,1634946563.12806,"172.17.0.8","172.17.0.13","UDP (NDN)",841,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%09/35=%00%00%01%7C%AAh%BC%29/33=%00"
"1976",197,1634946566.74188,"172.17.0.8","172.17.0.4","UDP (NDN)",927,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7C%AAh%CAU/33=%00"
"22011",220,1634946576.16801,"172.17.0.8","172.17.0.4","UDP (NDN)",894,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0A/35=%00%00%01%7C%AAh%EF%25/33=%00"
"2408",240,1634946579.83808,"172.17.0.8","172.17.0.13","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%03/35=%00%00%01%7C%AAh%FDz/33=%00"
"25211",252,1634946579.9314,"172.17.0.8","172.17.0.13","UDP (NDN)",874,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0A/35=%00%00%01%7C%AAh%FD%D6/33=%00"
"2726",272,1634946589.58891,"172.17.0.8","172.17.0.13","UDP (NDN)",839,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7C%AAi%23%90/33=%00"
"28441",284,1634946593.29634,"172.17.0.8","172.17.0.13","UDP (NDN)",848,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%09/35=%00%00%01%7C%AAi2%03/33=%00"
"3032",303,1634946602.8416,"172.17.0.8","172.17.0.4","UDP (NDN)",859,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0B/35=%00%00%01%7C%AAiWR/33=%00"
"31511",315,1634946606.60379,"172.17.0.8","172.17.0.13","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0A/35=%00%00%01%7C%AAie%FF/33=%00"
"3422",342,1634946616.1272,"172.17.0.8","172.17.0.4","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7C%AAi%8B%3D/33=%00"
"3542",354,1634946619.85677,"172.17.0.8","172.17.0.13","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7C%AAi%99%CB/33=%00"
"3682",368,1634946628.95869,"172.17.0.8","172.17.0.13","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%03/35=%00%00%01%7C%AAi%BDS/33=%00"
"38011",380,1634946629.45099,"172.17.0.8","172.17.0.13","UDP (NDN)",831,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0A/35=%00%00%01%7C%AAi%BF%3D/33=%00"
"3961",396,1634946633.16784,"172.17.0.8","172.17.0.13","UDP (NDN)",874,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0C/35=%00%00%01%7C%AAi%CD%C5/33=%00"
"41612",416,1634946642.73149,"172.17.0.8","172.17.0.13","UDP (NDN)",456,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%04/35=%00%00%01%7C%AAi%EF%3F/33=%00"
"4276",427,1634946643.00654,"172.17.0.8","172.17.0.4","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0D/35=%00%00%01%7C%AAi%F4%3C/33=%00"
"44611",446,1634946646.68625,"172.17.0.8","172.17.0.13","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7C%AAj%02%94/33=%00"
"46211",462,1634946656.00015,"172.17.0.8","172.17.0.13","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0E/35=%00%00%01%7C%AAj%26%F5/33=%00"
"4772",477,1634946659.78217,"172.17.0.8","172.17.0.4","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0E/35=%00%00%01%7C%AAj5%C4/33=%00"
"48912",489,1634946669.25602,"172.17.0.8","172.17.0.13","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0F/35=%00%00%01%7C%AAjZ%BA/33=%00"
"5073",507,1634946672.96623,"172.17.0.8","172.17.0.13","UDP (NDN)",919,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0B/35=%00%00%01%7C%AAji%3A/33=%00"
"52111",521,1634946677.74973,"172.17.0.8","172.17.0.13","UDP (NDN)",489,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%05/35=%00%00%01%7C%AAj%7B%EB/33=%00"
"54312",543,1634946683.96753,"172.17.0.8","172.17.0.13","UDP (NDN)",806,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7C%AAj%90P/33=%00"
"5555",555,1634946687.68026,"172.17.0.8","172.17.0.13","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0B/35=%00%00%01%7C%AAj%9E%D3/33=%00"
"57012",570,1634946696.92823,"172.17.0.8","172.17.0.4","UDP (NDN)",787,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0F/35=%00%00%01%7C%AAj%C6%DC/33=%00"
"5853",585,1634946701.6327,"172.17.0.8","172.17.0.4","UDP (NDN)",954,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0C/35=%00%00%01%7C%AAj%D5P/33=%00"
"58612",586,1634946701.63287,"172.17.0.8","172.17.0.13","UDP (NDN)",954,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0C/35=%00%00%01%7C%AAj%D5P/33=%00"
"60211",602,1634946710.06821,"172.17.0.8","172.17.0.13","UDP (NDN)",918,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0D/35=%00%00%01%7C%AAj%FA%26/33=%00"
"61411",614,1634946713.80803,"172.17.0.8","172.17.0.13","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0C/35=%00%00%01%7C%AAk%08%C6/33=%00"
"6282",628,1634946715.43561,"172.17.0.8","172.17.0.13","UDP (NDN)",453,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%04/35=%00%00%01%7C%AAk%0F%1D/33=%00"
"64211",642,1634946723.70198,"172.17.0.8","172.17.0.13","UDP (NDN)",885,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7C%AAk%2Ff/33=%00"
"6543",654,1634946727.41605,"172.17.0.8","172.17.0.13","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%11/35=%00%00%01%7C%AAk%3D%F0/33=%00"
"6773",677,1634946737.04023,"172.17.0.8","172.17.0.4","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7C%AAkc%8F/33=%00"
"6893",689,1634946740.8184,"172.17.0.8","172.17.0.13","UDP (NDN)",938,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0D/35=%00%00%01%7C%AAkrD/33=%00"
"7034",703,1634946750.91787,"172.17.0.8","172.17.0.13","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%12/35=%00%00%01%7C%AAk%99%B9/33=%00"
"7162",716,1634946754.62212,"172.17.0.8","172.17.0.4","UDP (NDN)",787,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%11/35=%00%00%01%7C%AAk%A8%3C/33=%00"
"7362",736,1634946764.91771,"172.17.0.8","172.17.0.13","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0F/35=%00%00%01%7C%AAk%D0d/33=%00"
"7483",748,1634946768.61703,"172.17.0.8","172.17.0.13","UDP (NDN)",973,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0E/35=%00%00%01%7C%AAk%DE%E1/33=%00"
"7694",769,1634946779.65002,"172.17.0.8","172.17.0.13","UDP (NDN)",814,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7C%AAl%06%12/33=%00"
"7813",781,1634946779.76331,"172.17.0.8","172.17.0.13","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%04/35=%00%00%01%7C%AAl%0Aj/33=%00"
"7935",793,1634946782.35481,"172.17.0.8","172.17.0.13","UDP (NDN)",1007,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0F/35=%00%00%01%7C%AAl%14%88/33=%00"
"813",813,1634946792.65934,"172.17.0.8","172.17.0.13","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7C%AAl%3C%B6/33=%00"
"8274",827,1634946796.2912,"172.17.0.8","172.17.0.13","UDP (NDN)",1042,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%10/35=%00%00%01%7C%AAlJ%F4/33=%00"
"84111",841,1634946806.75461,"172.17.0.8","172.17.0.13","UDP (NDN)",1006,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%11/35=%00%00%01%7C%AAls%D5/33=%00"
"8551",855,1634946810.46379,"172.17.0.8","172.17.0.13","UDP (NDN)",849,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%11/35=%00%00%01%7C%AAl%82Z/33=%00"
"8732",873,1634946820.77348,"172.17.0.8","172.17.0.13","UDP (NDN)",734,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7C%AAl%AA%98/33=%00"
"8844",884,1634946824.41457,"172.17.0.8","172.17.0.4","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%12/35=%00%00%01%7C%AAl%B8%D7/33=%00"
"90111",901,1634946833.92156,"172.17.0.8","172.17.0.4","UDP (NDN)",787,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%13/35=%00%00%01%7C%AAl%DD%FC/33=%00"
"9132",913,1634946837.6954,"172.17.0.8","172.17.0.13","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%15/35=%00%00%01%7C%AAl%EC%BC/33=%00"
"9322",932,1634946847.74135,"172.17.0.8","172.17.0.4","UDP (NDN)",754,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%14/35=%00%00%01%7C%AAm%13%FA/33=%00"
"9482",948,1634946851.4602,"172.17.0.8","172.17.0.13","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%16/35=%00%00%01%7C%AAm%22%7D/33=%00"
"96411",964,1634946861.27926,"172.17.0.8","172.17.0.13","UDP (NDN)",973,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7C%AAmH%D7/33=%00"
"9763",976,1634946865.03097,"172.17.0.8","172.17.0.13","UDP (NDN)",841,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%17/35=%00%00%01%7C%AAmW%7F/33=%00"
"9982",998,1634946875.22905,"172.17.0.8","172.17.0.13","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%13/35=%00%00%01%7C%AAm%7FR/33=%00"
"10124",1012,1634946879.93033,"172.17.0.8","172.17.0.13","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%12/35=%00%00%01%7C%AAm%8D%CA/33=%00"
"10166",1016,1634946879.93479,"172.17.0.8","172.17.0.4","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%12/35=%00%00%01%7C%AAm%8D%CA/33=%00"
"10303",1030,1634946889.07232,"172.17.0.8","172.17.0.13","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7C%AAm%B5g/33=%00"
"104211",1042,1634946892.75835,"172.17.0.8","172.17.0.13","UDP (NDN)",876,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%18/35=%00%00%01%7C%AAm%C3%D0/33=%00"
"106021",1060,1634946903.05576,"172.17.0.8","172.17.0.13","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%15/35=%00%00%01%7C%AAm%EB%FA/33=%00"
"10724",1072,1634946906.70756,"172.17.0.8","172.17.0.13","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7C%AAm%FAJ/33=%00"
"10962",1096,1634946917.39959,"172.17.0.8","172.17.0.13","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%13/35=%00%00%01%7C%AAn%24%08/33=%00"
"11075",1107,1634946921.06194,"172.17.0.8","172.17.0.4","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7C%AAn2_/33=%00"
"11233",1123,1634946931.59086,"172.17.0.8","172.17.0.13","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1A/35=%00%00%01%7C%AAn%5B%80/33=%00"
"113612",1136,1634946935.26909,"172.17.0.8","172.17.0.4","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%16/35=%00%00%01%7C%AAni%E2/33=%00"
"115211",1152,1634946945.61941,"172.17.0.8","172.17.0.13","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7C%AAn%92A/33=%00"
"116421",1164,1634946949.27769,"172.17.0.8","172.17.0.13","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1B/35=%00%00%01%7C%AAn%A0%94/33=%00"
"118212",1182,1634946959.29758,"172.17.0.8","172.17.0.13","UDP (NDN)",814,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%14/35=%00%00%01%7C%AAn%C7%B9/33=%00"
"11984",1198,1634946964.00719,"172.17.0.8","172.17.0.13","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7C%AAn%D61/33=%00"
"122011",1220,1634946973.54831,"172.17.0.8","172.17.0.13","UDP (NDN)",832,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%18/35=%00%00%01%7C%AAn%FF%5C/33=%00"
"12372",1237,1634946978.20929,"172.17.0.8","172.17.0.13","UDP (NDN)",944,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1C/35=%00%00%01%7C%AAo%0D%B2/33=%00"
"125121",1251,1634946987.6473,"172.17.0.8","172.17.0.13","UDP (NDN)",798,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7C%AAo6m/33=%00"
"12642",1264,1634946991.33097,"172.17.0.8","172.17.0.4","UDP (NDN)",858,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%17/35=%00%00%01%7C%AAoD%E2/33=%00"
"128512",1285,1634947001.53302,"172.17.0.8","172.17.0.13","UDP (NDN)",762,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1A/35=%00%00%01%7C%AAol%A4/33=%00"
"13054",1305,1634947006.19267,"172.17.0.8","172.17.0.13","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7C%AAo%7B%05/33=%00"
"132111",1321,1634947015.75504,"172.17.0.8","172.17.0.13","UDP (NDN)",727,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1B/35=%00%00%01%7C%AAo%A4A/33=%00"
"13353",1335,1634947019.46431,"172.17.0.8","172.17.0.13","UDP (NDN)",883,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%16/35=%00%00%01%7C%AAo%B2%C0/33=%00"
"13554",1355,1634947029.95365,"172.17.0.8","172.17.0.13","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%17/35=%00%00%01%7C%AAo%DB%BB/33=%00"
"136911",1369,1634947033.65537,"172.17.0.8","172.17.0.13","UDP (NDN)",763,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1C/35=%00%00%01%7C%AAo%EA%29/33=%00"
"138311",1383,1634947044.31059,"172.17.0.8","172.17.0.13","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1D/35=%00%00%01%7C%AAp%13%CD/33=%00"
